,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.9884577393531799,0.0,0.0,0.0,0.0
1,0.0,0.0,0.1371431052684784,0.0,0.0,0.8565056324005127,0.0,0.0,0.0,0.0
2,0.0,0.0,0.2162960171699524,0.0,0.0,0.7753679156303406,0.0,0.0,0.0,0.0
3,0.0,0.0,0.1402108520269394,0.0,0.0,0.8525140881538391,0.0,0.0,0.0,0.0
4,0.0,0.0,0.13713602721691132,0.0,0.0,0.856512725353241,0.0,0.0,0.0,0.0
5,0.0,0.0,0.1371356099843979,0.0,0.0,0.8565131425857544,0.0,0.0,0.0,0.0
6,0.0,0.0,0.1371321976184845,0.0,0.0,0.8565165400505066,0.0,0.0,0.0,0.0
7,0.0,0.0,0.13687261939048767,0.0,0.0,0.8567760586738586,0.0,0.0,0.0,0.0
8,0.0,0.0,0.13715021312236786,0.0,0.0,0.8564985394477844,0.0,0.0,0.0,0.0
9,0.0,0.0,0.1368965357542038,0.0,0.0,0.8567522168159485,0.0,0.0,0.0,0.0
10,0.0,0.0,0.13686193525791168,0.0,0.0,0.8567867875099182,0.0,0.0,0.0,0.0
11,0.0,0.0,0.13715364038944244,0.0,0.0,0.8564950823783875,0.0,0.0,0.0,0.0
12,0.0,0.0,0.13714486360549927,0.0,0.0,0.8565038442611694,0.0,0.0,0.0,0.0
13,0.0,0.0,0.13713525235652924,0.0,0.0,0.856513500213623,0.0,0.0,0.0,0.0
14,0.0,0.0,0.13714542984962463,0.0,0.0,0.8565032482147217,0.0,0.0,0.0,0.0
15,0.0,0.0,0.13686679303646088,0.0,0.0,0.8567819595336914,0.0,0.0,0.0,0.0
16,0.0,0.0,0.13713106513023376,0.0,0.0,0.8565176725387573,0.0,0.0,0.0,0.0
17,0.0,0.0,0.1371438205242157,0.0,0.0,0.8565049171447754,0.0,0.0,0.0,0.0
18,0.93569415807724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.8499552607536316,0.016670791432261467,0.01666921377182007,0.016669532284140587,0.016671590507030487,0.01667337492108345,0.016673091799020767,0.016672592610120773,0.016672514379024506,0.016672059893608093
20,0.9356946349143982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.9356946349143982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.9356946349143982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.9356942176818848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.9356945753097534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.9356942772865295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.9356946349143982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.9356940984725952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.9356946349143982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.9356946349143982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.9356946349143982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.9356946349143982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.9356946349143982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.9356946349143982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.31930798292160034,0.0,0.0,0.0,0.659633219242096,0.0
